PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
784	849	pool-spawner	6	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	849	pool-spawner	8	socket:[13916]	0:8	13916	SOCK	srwxrwxrwx	-	-	-	0
784	849	pool-spawner	10	/dev/dri/renderD128	0:5	611	CHR	crw-rw----	2025-11-19 17:02:21.413832 UTC	2025-11-19 17:01:53.532830 UTC	2025-11-19 17:01:53.532830 UTC	0
784	881	HangDetector	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
784	881	HangDetector	1	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	881	HangDetector	2	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	881	HangDetector	3	/var/log/vmware-vmsvc-root.log	252:0	1442048	REG	-rw-------	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:49.686017 UTC	3475
784	881	HangDetector	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
784	881	HangDetector	5	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	881	HangDetector	6	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	881	HangDetector	8	socket:[13916]	0:8	13916	SOCK	srwxrwxrwx	-	-	-	0
784	881	HangDetector	10	/dev/dri/renderD128	0:5	611	CHR	crw-rw----	2025-11-19 17:02:21.413832 UTC	2025-11-19 17:01:53.532830 UTC	2025-11-19 17:01:53.532830 UTC	0
784	882	vmtoolsd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
784	882	vmtoolsd	1	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	882	vmtoolsd	2	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	882	vmtoolsd	3	/var/log/vmware-vmsvc-root.log	252:0	1442048	REG	-rw-------	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:49.686017 UTC	3475
784	882	vmtoolsd	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
784	882	vmtoolsd	5	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	882	vmtoolsd	6	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	882	vmtoolsd	8	socket:[13916]	0:8	13916	SOCK	srwxrwxrwx	-	-	-	0
784	882	vmtoolsd	10	/dev/dri/renderD128	0:5	611	CHR	crw-rw----	2025-11-19 17:02:21.413832 UTC	2025-11-19 17:01:53.532830 UTC	2025-11-19 17:01:53.532830 UTC	0
854	854	dbus-daemon	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
854	854	dbus-daemon	1	socket:[13886]	0:8	13886	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	2	socket:[13886]	0:8	13886	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	3	socket:[13781]	0:8	13781	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
854	854	dbus-daemon	5	socket:[16440]	0:8	16440	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	6	socket:[16444]	0:8	16444	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
854	854	dbus-daemon	8	socket:[16445]	0:8	16445	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	9	socket:[16446]	0:8	16446	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	10	socket:[16448]	0:8	16448	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	11	socket:[16449]	0:8	16449	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	12	socket:[16450]	0:8	16450	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	13	socket:[16513]	0:8	16513	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	14	socket:[16524]	0:8	16524	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	15	socket:[16527]	0:8	16527	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	16	socket:[16633]	0:8	16633	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	17	socket:[15082]	0:8	15082	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	18	socket:[15161]	0:8	15161	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	21	socket:[17124]	0:8	17124	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	22	socket:[18305]	0:8	18305	SOCK	srwxrwxrwx	-	-	-	0
854	854	dbus-daemon	23	socket:[18211]	0:8	18211	SOCK	srwxrwxrwx	-	-	-	0
869	869	polkitd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	869	polkitd	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	869	polkitd	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	869	polkitd	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	869	polkitd	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	869	polkitd	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	869	polkitd	6	socket:[16632]	0:8	16632	SOCK	srwxrwxrwx	-	-	-	0
869	869	polkitd	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	869	polkitd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	869	polkitd	9	socket:[16634]	0:8	16634	SOCK	srwxrwxrwx	-	-	-	0
869	1033	gmain	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1033	gmain	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1033	gmain	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1033	gmain	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1033	gmain	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1033	gmain	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1033	gmain	6	socket:[16632]	0:8	16632	SOCK	srwxrwxrwx	-	-	-	0
869	1033	gmain	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1033	gmain	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1033	gmain	9	socket:[16634]	0:8	16634	SOCK	srwxrwxrwx	-	-	-	0
869	1034	pool-spawner	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1034	pool-spawner	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1034	pool-spawner	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1034	pool-spawner	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1034	pool-spawner	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1034	pool-spawner	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1034	pool-spawner	6	socket:[16632]	0:8	16632	SOCK	srwxrwxrwx	-	-	-	0
869	1034	pool-spawner	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1034	pool-spawner	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1034	pool-spawner	9	socket:[16634]	0:8	16634	SOCK	srwxrwxrwx	-	-	-	0
869	1035	gdbus	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1035	gdbus	1	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1035	gdbus	2	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
869	1035	gdbus	3	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1035	gdbus	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1035	gdbus	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1035	gdbus	6	socket:[16632]	0:8	16632	SOCK	srwxrwxrwx	-	-	-	0
869	1035	gdbus	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1035	gdbus	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
869	1035	gdbus	9	socket:[16634]	0:8	16634	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
880	880	systemd-logind	1	socket:[15543]	0:8	15543	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	2	socket:[15543]	0:8	15543	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	3	socket:[15569]	0:8	15569	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	7	/sys/fs/cgroup/system.slice/systemd-logind.service/memory.pressure	0:28	2707	REG	-rw-r--r--	2025-11-19 17:01:52.555830 UTC	2025-11-19 17:01:52.555830 UTC	2025-11-19 17:01:52.555830 UTC	0
880	880	systemd-logind	8	/sys/devices/virtual/tty/tty0/active	0:22	29214	REG	-r--r--r--	2025-11-19 17:01:00.166012 UTC	2025-11-19 17:01:00.166012 UTC	2025-11-19 17:01:00.166012 UTC	4096
880	880	systemd-logind	9	socket:[15579]	0:8	15579	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	12	socket:[15580]	0:8	15580	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	13	socket:[15581]	0:8	15581	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	14	socket:[15582]	0:8	15582	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	15	socket:[15583]	0:8	15583	SOCK	srwxrwxrwx	-	-	-	0
880	880	systemd-logind	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	17	/dev/input/event0	0:5	146	CHR	crw-rw----	2025-11-19 17:01:02.431012 UTC	2025-11-19 17:01:02.431012 UTC	2025-11-19 17:01:02.431012 UTC	0
880	880	systemd-logind	18	/dev/input/event1	0:5	151	CHR	crw-rw----	2025-11-19 17:01:02.503012 UTC	2025-11-19 17:01:02.503012 UTC	2025-11-19 17:01:02.503012 UTC	0
880	880	systemd-logind	19	/dev/tty6	0:5	26	CHR	crw--w----	2025-11-19 17:01:02.216012 UTC	2025-11-19 17:02:21.000000 UTC	2025-11-19 17:01:02.216012 UTC	0
880	880	systemd-logind	20	/run/systemd/inhibit/1.ref	0:25	1436	FIFO	prw-------	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	2025-11-19 17:01:54.364830 UTC	0
880	880	systemd-logind	21	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	22	/run/systemd/inhibit/2.ref	0:25	1438	FIFO	prw-------	2025-11-19 17:01:54.565830 UTC	2025-11-19 17:01:54.565830 UTC	2025-11-19 17:01:54.565830 UTC	0
880	880	systemd-logind	23	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	25	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	26	/run/systemd/inhibit/3.ref	0:25	1598	FIFO	prw-------	2025-11-19 17:36:39.727694 UTC	2025-11-19 17:36:39.727694 UTC	2025-11-19 17:36:39.727694 UTC	0
880	880	systemd-logind	27	/run/systemd/sessions/10.ref	0:25	1634	FIFO	prw-------	2025-11-19 17:40:55.206851 UTC	2025-11-19 17:40:55.206851 UTC	2025-11-19 17:40:55.206851 UTC	0
880	880	systemd-logind	28	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
880	880	systemd-logind	29	/run/systemd/sessions/12.ref	0:25	1659	FIFO	prw-------	2025-11-19 17:41:23.195866 UTC	2025-11-19 17:41:23.195866 UTC	2025-11-19 17:41:23.195866 UTC	0
891	891	udisksd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
891	891	udisksd	1	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	891	udisksd	2	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	891	udisksd	3	socket:[15596]	0:8	15596	SOCK	srwxrwxrwx	-	-	-	0
891	891	udisksd	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	6	socket:[15606]	0:8	15606	SOCK	srwxrwxrwx	-	-	-	0
891	891	udisksd	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	8	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	891	udisksd	9	/proc/swaps	0:23	4026532074	REG	-r--r--r--	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	0
891	891	udisksd	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	13	socket:[15661]	0:8	15661	SOCK	srwxrwxrwx	-	-	-	0
891	891	udisksd	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	15	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	891	udisksd	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	891	udisksd	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
891	924	gmain	1	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	924	gmain	2	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	924	gmain	3	socket:[15596]	0:8	15596	SOCK	srwxrwxrwx	-	-	-	0
891	924	gmain	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	6	socket:[15606]	0:8	15606	SOCK	srwxrwxrwx	-	-	-	0
891	924	gmain	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	8	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	924	gmain	9	/proc/swaps	0:23	4026532074	REG	-r--r--r--	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	0
891	924	gmain	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	13	socket:[15661]	0:8	15661	SOCK	srwxrwxrwx	-	-	-	0
891	924	gmain	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	15	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	924	gmain	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	924	gmain	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
891	929	pool-spawner	1	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	929	pool-spawner	2	socket:[14968]	0:8	14968	SOCK	srwxrwxrwx	-	-	-	0
891	929	pool-spawner	3	socket:[15596]	0:8	15596	SOCK	srwxrwxrwx	-	-	-	0
891	929	pool-spawner	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	6	socket:[15606]	0:8	15606	SOCK	srwxrwxrwx	-	-	-	0
891	929	pool-spawner	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	8	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	929	pool-spawner	9	/proc/swaps	0:23	4026532074	REG	-r--r--r--	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	2025-11-19 17:01:00.443012 UTC	0
891	929	pool-spawner	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	13	socket:[15661]	0:8	15661	SOCK	srwxrwxrwx	-	-	-	0
891	929	pool-spawner	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	15	/proc/891/mountinfo	0:23	15658	REG	-r--r--r--	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	2025-11-19 17:01:53.579830 UTC	0
891	929	pool-spawner	16	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	929	pool-spawner	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
891	933	gdbus	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
